Epoch 1, Loss*1000 1216.81725979,time:1.10s
Epoch 2, Loss*1000 54465.99197388,time:0.01s
Epoch 3, Loss*1000 4849.20358658,time:0.01s
Epoch 4, Loss*1000 6454.09440994,time:0.01s
Epoch 5, Loss*1000 15339.97154236,time:0.01s
Epoch 6, Loss*1000 12017.74311066,time:0.01s
Epoch 7, Loss*1000 2351.84097290,time:0.01s
Epoch 8, Loss*1000 265.46365023,time:0.01s
Epoch 9, Loss*1000 1512.18605042,time:0.01s
Epoch 10, Loss*1000 3863.80410194,time:0.01s
 val Loss*1000 745.16564608,time:0.00s
